annee,Num_Acc,hrmn,heure,saison,lum,motif
2010,201000009345,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000009560,900,9,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000009610,545,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000009616,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000009713,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000009816,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000009839,1700,17,printemps,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2010,201000009894,1715,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000009952,640,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000009986,1735,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000010006,2100,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000010080,1715,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000010081,1730,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000010102,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000010263,545,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000010307,615,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000010319,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000010337,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000010414,1730,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000010449,1715,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000010488,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000010834,1730,17,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2010,201000011010,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000011344,1745,17,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000011388,630,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000011443,600,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000011479,2200,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000011631,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000011741,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000011752,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000011774,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000011932,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000012206,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000012305,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000012411,545,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000012475,600,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000012661,2100,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000012729,1730,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000013082,930,9,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000013086,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000013102,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000013176,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000013293,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000013466,945,9,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000013654,1700,17,printemps,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000013745,630,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000013795,545,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000014065,900,9,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000014087,545,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000014094,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000014115,1815,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000014183,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000014189,1715,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000014217,1815,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000014247,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000014297,2130,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000014640,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000014705,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000014778,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000014909,615,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000015102,1715,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000015144,2200,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000015376,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000015569,1740,17,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2010,201000015573,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000015600,1920,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000015611,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000015619,1820,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000015647,2125,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000015667,456,4,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000015679,635,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000015793,2105,21,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000015797,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000015832,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016104,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016190,655,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016207,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000016210,1715,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000016241,720,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016246,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016290,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016314,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016351,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016386,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016501,2105,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016612,600,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016644,630,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000016992,2100,21,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000017170,2130,21,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000017201,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000017209,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000017266,1850,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000017289,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000017505,630,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000017592,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000017884,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000017941,1900,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000018134,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000018230,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000018252,1700,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000018306,1755,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000018358,2030,20,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000018409,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000018508,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000018531,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000018560,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000018593,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000018617,2000,20,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000018620,630,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000018625,845,8,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000018730,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000018735,2130,21,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000018869,630,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000018891,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000019037,1755,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000019380,2110,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000019409,1815,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000019428,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000019529,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000019534,1920,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000019704,530,5,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000019730,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000019735,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000019942,600,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020037,1835,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020061,1730,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000020075,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000020296,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020298,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020304,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020314,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020410,1715,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000020444,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020477,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020482,700,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020577,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020665,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020689,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020748,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020750,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000020998,445,4,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000021113,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000021231,550,5,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000021299,2105,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000021440,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000021995,515,5,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000022398,1700,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000022428,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000022462,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000022499,1715,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000022514,1700,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000022517,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000022569,655,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000022574,1700,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000022652,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000022745,720,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000022749,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000022775,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000022813,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000022820,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000022828,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000022850,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000022996,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000023033,630,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000023082,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000023239,1735,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000023252,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000023366,2110,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000023367,620,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000023410,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000023430,1815,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000023695,1755,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000023737,1715,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000023862,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000024027,1823,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000024028,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000024043,1806,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000024048,2100,21,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000024115,2105,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000024299,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000024325,2110,21,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000024348,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000024564,1815,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000024791,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000024889,1845,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000025009,1750,17,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2010,201000025093,1820,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000025128,625,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000025277,1725,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000025317,731,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000025318,732,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000025322,758,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000025355,632,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000025540,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000025542,1720,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000025544,1724,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000025641,1825,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000025791,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000026013,639,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000026051,756,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000026171,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000026182,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000026188,1730,17,printemps,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000026417,645,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000026454,2115,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000026639,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000026815,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000026825,2040,20,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000026903,1750,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000026993,2122,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000027101,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000027243,2118,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000027261,2100,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000027342,2152,21,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000027370,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000027507,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000027635,742,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000027827,1735,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000027835,1715,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000027864,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028154,2250,22,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028350,1725,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000028428,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000028434,550,5,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028475,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000028510,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028667,2105,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028694,1808,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028703,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028779,1935,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028827,1810,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028837,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028842,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028860,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000028904,530,5,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000029133,659,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000029137,2125,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000029143,2120,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000029162,2110,21,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000029610,2105,21,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000029693,1720,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000029795,1705,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000029907,2240,22,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000029956,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000030045,545,5,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000030197,647,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000030624,1740,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000030637,1755,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000030645,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000030657,1725,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000030660,1715,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000030683,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000030901,650,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000030952,600,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000030991,2225,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000031507,1905,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000031877,2102,21,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000031903,1700,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000031904,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000031910,1745,17,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2010,201000032055,1740,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000032214,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000032230,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032280,1705,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000032293,1740,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000032294,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000032320,1810,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032357,1806,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032514,1944,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032524,1755,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000032531,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032659,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032666,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032667,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032670,1815,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032673,645,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032676,1810,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000032837,1740,17,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2010,201000032859,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000033071,1747,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000033075,1750,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000033091,1757,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000033160,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000033553,1820,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000033656,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000033790,612,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000033832,1755,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000033871,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000033946,2255,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000034071,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000034192,650,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000034203,1806,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000034235,940,9,printemps,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000034543,1750,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000034552,1739,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000034579,1737,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2010,201000034638,715,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000034640,759,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000034641,1805,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000034699,1745,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2010,201000034876,2210,22,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2010,201000034973,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
